16/03/2016 12:02:54
Noble crayfish in Division IIa and IIb, stock code: aas-arct. Working year 2016. Data year 2015
Allocation Scheme: WKIC demo. Allocation Scheme description: WKIC demo desc


TABLE 2.
Catch data, both catches were there are sample data (age or length data) and catches were there are no sample data.
AGE OR LENGTH DATA ARE INCLUDED

Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	MisreportedArea	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	OfficialLandings	SampledOrEstimated	Sex	AgeOrLength	AgeOrLengthType	CANUM	WECA	LECA	SampledCatch	No. of Length Samples	No. of Length Measured	No. of Age Samples	No. Age Readings
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	SDN_DEF_>=120_0_0_all	30000	20	kWd	30000	Estimated_Distribution	Undetermined	6	Age	36892.83	175.91	286.34	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	SDN_DEF_>=120_0_0_all	30000	20	kWd	30000	Estimated_Distribution	Undetermined	7	Age	23594.97	184.98	292.06	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	SDN_DEF_>=120_0_0_all	30000	20	kWd	30000	Estimated_Distribution	Undetermined	8	Age	17170.68	194.06	297.03	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	0	Age	19587.4	11.38	119.48	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	1	Age	63815.23	15.89	135.21	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	2	Age	66506.59	48.43	197.35	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	3	Age	59019.46	86.64	231.71	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	4	Age	131942.77	131.78	260.49	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	5	Age	83222.72	153.85	272.94	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	6	Age	76229.71	167.32	280.24	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	7	Age	47707.44	181.41	288.21	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	67734.15	100	kWd		Estimated_Distribution	Undetermined	8	Age	32240.51	190.36	292.16	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	0	Age	25547.71	11.38	119.48	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	1	Age	83233.77	15.89	135.21	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	2	Age	86744.09	48.43	197.35	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	3	Age	76978.68	86.64	231.71	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	4	Age	172092.06	131.78	260.49	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	5	Age	108546.83	153.85	272.94	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	6	Age	99425.9	167.32	280.24	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	7	Age	62224.49	181.41	288.21	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Raised_Discards	 	IIb	4	Quarter	SDN_DEF_>=120_0_0_all	88345.19	100	kWd		Estimated_Distribution	Undetermined	8	Age	42051.08	190.36	292.16	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	1	Age	2616403	11.33	125.8	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	2	Age	2701480.14	43.41	193.14	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	3	Age	2501080.72	87.82	233.75	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	4	Age	6200898.87	134.17	263.49	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	5	Age	4580840.09	164.36	280.34	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	6	Age	4456873.52	176.44	286.82	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	7	Age	2831667.75	188.85	293.91	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	3677000	1000	kWd	3677000	Sampled_Distribution	Undetermined	8	Age	2051547.68	197.37	298.25	0	16	7410	16	1674
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	1	Age	795266.51	11.33	125.8	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	2	Age	819647.28	43.38	193.1	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	3	Age	735268.9	87	233.19	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	4	Age	1666028.45	131.17	261.9	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	5	Age	1075619.06	160.29	278.26	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	6	Age	999245.97	171.33	284.04	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	7	Age	585951.08	184.15	291.2	0	2	500	2	100
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	1	Quarter	OTB_DEF_80-99_0_0	858000	1000	kWd	0	Sampled_Distribution	Undetermined	8	Age	405870.67	195.51	296.89	0	2	500	2	100
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	0	Age	631960	11.38	119.5	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	1	Age	541624	37.67	178.9	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	2	Age	568326	68.69	213.3	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	3	Age	473860	85.08	224.22	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	4	Age	906880	137.33	254.96	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	5	Age	560310	130.65	252.34	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	1	Quarter	SDN_DEF_>=120_0_0_all	323000	25	kWd	323000	Sampled_Distribution	Undetermined	8	Age	109084	169.3	273.09	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	1	Age	178094	12.07	129.5	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	2	Age	237686	55.68	205.38	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	3	Age	503437	92.32	238.97	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	4	Age	4030323	146.1	270.36	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	5	Age	3465598	168.2	282.94	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	6	Age	4322016	179.71	289.57	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	7	Age	2820162	182.52	291.94	0	11	4047	11	796
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	2935000	800	kWd	2935000	Sampled_Distribution	Undetermined	8	Age	2112407	193.9	298.99	0	11	4047	11	796
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	1	Age	16579.98	12.17	129.77	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	2	Age	21717.29	54.36	203.55	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	3	Age	36035.67	92.17	236.79	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	4	Age	158270.53	133.1	263.42	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	5	Age	80418.26	153.75	273.47	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	6	Age	150230.89	177.91	286.41	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	7	Age	143591.26	184.42	291.18	0	1	80	1	20
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2	Quarter	OTB_DEF_80-99_0_0	111000	800	kWd	0	Sampled_Distribution	Undetermined	8	Age	95970.62	200.42	297.28	0	1	80	1	20
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	1	Age	16579.98	12.17	129.77	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	2	Age	21717.29	54.36	203.55	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	3	Age	36035.67	92.17	236.79	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	4	Age	158270.53	133.1	263.42	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	5	Age	80418.26	153.75	273.47	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	6	Age	150230.89	177.91	286.41	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	7	Age	143591.26	184.42	291.18	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	2	Quarter	SDN_DEF_>=120_0_0_all	111000	50	kWd	111000	Sampled_Distribution	Undetermined	8	Age	95970.62	200.42	297.28	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	1	Age	16579.98	12.17	129.77	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	2	Age	21717.29	54.36	203.55	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	3	Age	36035.67	92.17	236.79	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	4	Age	158270.53	133.1	263.42	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	5	Age	80418.26	153.75	273.47	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	6	Age	150230.89	177.91	286.41	0	4	1434	4	253
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIb	2	Quarter	SDN_DEF_>=120_0_0_all	91000	50	kWd	91000	Sampled_Distribution	Undetermined	7	Age	143591.26	184.42	291.18	0	4	1434	4	253
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	0	Age	337763.57	11.38	119.48	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	1	Age	288555.87	37.67	178.88	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	2	Age	305003.39	67.11	212.38	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	3	Age	244764.55	82.17	222.55	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	4	Age	449532	133.94	252.87	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	5	Age	277966.11	125.77	249.4	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	6	Age	162100.51	143.75	260.16	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	7	Age	91029.11	167.62	273.47	0	5	400	5	70
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	2015	Year	SDN_DEF_>=120_0_0_all	197000	-9	kWd	0	Sampled_Distribution	Undetermined	8	Age	51185.53	162.17	268.63	0	5	400	5	70
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	2	Age	9.7	60.65	213.2	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	3	Age	75.25	83.19	234.87	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	4	Age	1126.43	156.61	275.39	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	5	Age	1341.42	173.85	285.79	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	6	Age	1670.43	181.66	290.36	0	0	0	0	0
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	1000	1	kWd	1000	Sampled_Distribution	Undetermined	8	Age	918.96	192.71	298.27	0	0	0	0	0
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	1	Age	22.61	28.57	172.5	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	2	Age	466.62	47.99	195.9	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	3	Age	1658	67.87	217.87	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	4	Age	1380.15	105.7	244.69	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	5	Age	1082.9	162.59	275.72	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	6	Age	2922.09	179.55	284.71	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	7	Age	2092.01	196.29	294.6	0	1	40	1	10
aas-arct	TestCountry1	2013	Discards	Reported	Imported_Data	 	IIa	3	Quarter	OTB_DEF_80-99_0_0	2000	1	kWd	0	Sampled_Distribution	Undetermined	8	Age	2926.09	197.59	294.98	0	1	40	1	10
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	0	Age	631960	11.38	119.5	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	1	Age	541624	37.67	178.9	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	2	Age	568326	68.69	213.3	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	3	Age	473860	85.08	224.22	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	4	Age	906880	137.33	254.96	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	5	Age	560310	130.65	252.34	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	6	Age	328335	148.77	263.14	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	7	Age	195099	173.23	276.92	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	OTB_DEF_80-99_0_0	406000	100	kWd	406000	Sampled_Distribution	Undetermined	8	Age	109084	169.3	273.09	0	4	2068	4	479
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	0	Age	337763.57	11.38	119.48	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	1	Age	288555.87	37.67	178.88	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	2	Age	305003.39	67.11	212.38	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	3	Age	244764.55	82.17	222.55	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	4	Age	449532	133.94	252.87	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	5	Age	277966.11	125.77	249.4	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	6	Age	162100.51	143.75	260.16	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	7	Age	91029.11	167.62	273.47	0	2	1377	2	254
aas-arct	TestCountry1	2013	Landings	Reported	Imported_Data	 	IIa	4	Quarter	SDN_DEF_>=120_0_0_all	197000	100	kWd	197000	Sampled_Distribution	Undetermined	8	Age	51185.53	162.17	268.63	0	2	1377	2	254
